UniqueIndex,Comment,Icon,Type,PossibleHero,PossibleDeck,DeckUniqueID,SC,Rare,EnchantExp,SacrificeExp,CoolTime,SummonArea,illustTable,ResourceTable,DataTable,HeroDataTable,UniqueGroup,NextID,Enchant,MaxEnchant,Limit,MaxLimit,LevelDataTable,AddtionDataTable,ActionScript,UsingSound
42516,0,3,0,1,42301,10,5000,1,224,40,180,O_054,7532,42501,0,42501,0,15,15,2,2,2023,0,ActionObjects,FX_COM04_UseStructure,
42601,0,3,0,1,42601,10,2000,8,8,40,180,O_062,7510,42601,0,42601,42602,0,5,0,0,2024,0,ActionObjects,FX_COM04_UseStructure,
42602,0,3,0,1,42601,10,2000,14,14,40,180,O_062,7510,42601,0,42601,42603,1,5,0,0,2024,0,ActionObjects,FX_COM04_UseStructure,
42603,0,3,0,1,42601,10,2000,21,21,40,180,O_062,7510,42601,0,42601,42604,2,5,0,0,2024,0,ActionObjects,FX_COM04_UseStructure,
42604,0,3,0,1,42601,10,2000,27,27,40,180,O_062,7510,42601,0,42601,42605,3,5,0,0,2024,0,ActionObjects,FX_COM04_UseStructure,
42605,0,3,0,1,42601,10,2000,34,34,40,180,O_062,7510,42601,0,42601,42606,4,5,0,0,2024,0,ActionObjects,FX_COM04_UseStructure,
42606,0,3,0,1,42601,10,2000,1,40,40,180,O_062,7510,42601,0,42601,0,5,5,0,0,2024,0,ActionObjects,FX_COM04_UseStructure,
42701,0,3,0,1,42601,10,3000,16,16,40,180,O_061,7511,42701,0,42701,42702,0,5,0,1,2025,0,ActionObjects,FX_COM04_UseStructure,
42702,0,3,0,1,42601,10,3000,26,26,40,180,O_061,7511,42701,0,42701,42703,1,5,0,1,2025,0,ActionObjects,FX_COM04_UseStructure,
42703,0,3,0,1,42601,10,3000,35,35,40,180,O_061,7511,42701,0,42701,42704,2,5,0,1,2025,0,ActionObjects,FX_COM04_UseStructure,
42704,0,3,0,1,42601,10,3000,45,45,40,180,O_061,7511,42701,0,42701,42705,3,5,0,1,2025,0,ActionObjects,FX_COM04_UseStructure,
42705,0,3,0,1,42601,10,3000,67,54,40,180,O_061,7511,42701,0,42701,42706,4,5,0,1,2025,0,ActionObjects,FX_COM04_UseStructure,
42706,0,3,0,1,42601,10,3000,1,64,40,180,O_061,7511,42701,0,42701,42707,5,5,0,1,2025,0,ActionObjects,FX_COM04_UseStructure,
42707,0,3,0,1,42601,10,3000,93,74,40,180,O_061,7511,42701,0,42701,42708,6,10,1,1,2025,0,ActionObjects,FX_COM04_UseStructure,
42708,0,3,0,1,42601,10,3000,106,83,40,180,O_061,7511,42701,0,42701,42709,7,10,1,1,2025,0,ActionObjects,FX_COM04_UseStructure,
42709,0,3,0,1,42601,10,3000,118,93,40,180,O_061,7511,42701,0,42701,42710,8,10,1,1,2025,0,ActionObjects,FX_COM04_UseStructure,
42710,0,3,0,1,42601,10,3000,131,102,40,180,O_061,7511,42701,0,42701,42711,9,10,1,1,2025,0,ActionObjects,FX_COM04_UseStructure,
42711,0,3,0,1,42601,10,3000,1,112,40,180,O_061,7511,42701,0,42701,0,10,10,1,1,2025,0,ActionObjects,FX_COM04_UseStructure,
42801,0,3,0,1,42601,10,5000,32,32,40,180,O_060,7512,42801,0,42801,42802,0,5,0,2,2026,0,ActionObjects,FX_COM04_UseStructure,
42802,0,3,0,1,42601,10,5000,45,45,40,180,O_060,7512,42801,0,42801,42803,1,5,0,2,2026,0,ActionObjects,FX_COM04_UseStructure,
42803,0,3,0,1,42601,10,5000,58,58,40,180,O_060,7512,42801,0,42801,42804,2,5,0,2,2026,0,ActionObjects,FX_COM04_UseStructure,
42804,0,3,0,1,42601,10,5000,70,70,40,180,O_060,7512,42801,0,42801,42805,3,5,0,2,2026,0,ActionObjects,FX_COM04_UseStructure,
42805,0,3,0,1,42601,10,5000,83,83,40,180,O_060,7512,42801,0,42801,42806,4,5,0,2,2026,0,ActionObjects,FX_COM04_UseStructure,
42806,0,3,0,1,42601,10,5000,1,96,40,180,O_060,7512,42801,0,42801,42807,5,5,0,2,2026,0,ActionObjects,FX_COM04_UseStructure,
42807,0,3,0,1,42601,10,5000,147,109,40,180,O_060,7512,42801,0,42801,42808,6,10,1,2,2026,0,ActionObjects,FX_COM04_UseStructure,
42808,0,3,0,1,42601,10,5000,166,122,40,180,O_060,7512,42801,0,42801,42809,7,10,1,2,2026,0,ActionObjects,FX_COM04_UseStructure,
42809,0,3,0,1,42601,10,5000,186,134,40,180,O_060,7512,42801,0,42801,42810,8,10,1,2,2026,0,ActionObjects,FX_COM04_UseStructure,
42810,0,3,0,1,42601,10,5000,205,147,40,180,O_060,7512,42801,0,42801,42811,9,10,1,2,2026,0,ActionObjects,FX_COM04_UseStructure,
42811,0,3,0,1,42601,10,5000,1,160,40,180,O_060,7512,42801,0,42801,42812,10,10,1,2,2026,0,ActionObjects,FX_COM04_UseStructure,
42812,0,3,0,1,42601,10,5000,243,173,40,180,O_060,7512,42801,0,42801,42813,11,15,2,2,2026,0,ActionObjects,FX_COM04_UseStructure,
42813,0,3,0,1,42601,10,5000,262,186,40,180,O_060,7512,42801,0,42801,42814,12,15,2,2,2026,0,ActionObjects,FX_COM04_UseStructure,
42814,0,3,0,1,42601,10,5000,282,198,40,180,O_060,7512,42801,0,42801,42815,13,15,2,2,2026,0,ActionObjects,FX_COM04_UseStructure,
42815,0,3,0,1,42601,10,5000,301,211,40,180,O_060,7512,42801,0,42801,42816,14,15,2,2,2026,0,ActionObjects,FX_COM04_UseStructure,
42816,0,3,0,1,42601,10,5000,1,224,40,180,O_060,7512,42801,0,42801,0,15,15,2,2,2026,0,ActionObjects,FX_COM04_UseStructure,
43501,CARD_COMMENT_43501,0,3,0,1,43501,10,2000,8,8,40,180,O_006,7420,43501,0,43501,43502,0,5,0,0,2033,0,ActionObjects,FX_COM04_UseStructure
43502,CARD_COMMENT_43501,0,3,0,1,43501,10,2000,14,14,40,180,O_006,7420,43501,0,43501,43503,1,5,0,0,2033,0,ActionObjects,FX_COM04_UseStructure
43503,CARD_COMMENT_43501,0,3,0,1,43501,10,2000,21,21,40,180,O_006,7420,43501,0,43501,43504,2,5,0,0,2033,0,ActionObjects,FX_COM04_UseStructure
43504,CARD_COMMENT_43501,0,3,0,1,43501,10,2000,27,27,40,180,O_006,7420,43501,0,43501,43505,3,5,0,0,2033,0,ActionObjects,FX_COM04_UseStructure
43505,CARD_COMMENT_43501,0,3,0,1,43501,10,2000,34,34,40,180,O_006,7420,43501,0,43501,43506,4,5,0,0,2033,0,ActionObjects,FX_COM04_UseStructure
43506,CARD_COMMENT_43501,0,3,0,1,43501,10,2000,1,40,40,180,O_006,7420,43501,0,43501,0,5,5,0,0,2033,0,ActionObjects,FX_COM04_UseStructure
43601,CARD_COMMENT_43601,0,3,0,1,43601,15,3000,16,16,40,180,O_005,7421,43601,0,43601,43602,0,5,0,1,2034,0,ActionObjects,FX_COM04_UseStructure
43602,CARD_COMMENT_43601,0,3,0,1,43601,15,3000,26,26,40,180,O_005,7421,43601,0,43601,43603,1,5,0,1,2034,0,ActionObjects,FX_COM04_UseStructure
43603,CARD_COMMENT_43601,0,3,0,1,43601,15,3000,35,35,40,180,O_005,7421,43601,0,43601,43604,2,5,0,1,2034,0,ActionObjects,FX_COM04_UseStructure
43604,CARD_COMMENT_43601,0,3,0,1,43601,15,3000,45,45,40,180,O_005,7421,43601,0,43601,43605,3,5,0,1,2034,0,ActionObjects,FX_COM04_UseStructure
43605,CARD_COMMENT_43601,0,3,0,1,43601,15,3000,67,54,40,180,O_005,7421,43601,0,43601,43606,4,5,0,1,2034,0,ActionObjects,FX_COM04_UseStructure
43606,CARD_COMMENT_43601,0,3,0,1,43601,15,3000,1,64,40,180,O_005,7421,43601,0,43601,43607,5,5,0,1,2034,0,ActionObjects,FX_COM04_UseStructure
43607,CARD_COMMENT_43601,0,3,0,1,43601,15,3000,93,74,40,180,O_005,7421,43601,0,43601,43608,6,10,1,1,2034,0,ActionObjects,FX_COM04_UseStructure
43608,CARD_COMMENT_43601,0,3,0,1,43601,15,3000,106,83,40,180,O_005,7421,43601,0,43601,43609,7,10,1,1,2034,0,ActionObjects,FX_COM04_UseStructure
43609,CARD_COMMENT_43601,0,3,0,1,43601,15,3000,118,93,40,180,O_005,7421,43601,0,43601,43610,8,10,1,1,2034,0,ActionObjects,FX_COM04_UseStructure
43610,CARD_COMMENT_43601,0,3,0,1,43601,15,3000,131,102,40,180,O_005,7421,43601,0,43601,43611,9,10,1,1,2034,0,ActionObjects,FX_COM04_UseStructure
43611,CARD_COMMENT_43601,0,3,0,1,43601,15,3000,1,112,40,180,O_005,7421,43601,0,43601,0,10,10,1,1,2034,0,ActionObjects,FX_COM04_UseStructure
43701,CARD_COMMENT_43701,0,3,0,1,43701,15,5000,32,32,40,180,O_004,7422,43701,0,43701,43702,0,5,0,2,2035,0,ActionObjects,FX_COM04_UseStructure
43702,CARD_COMMENT_43701,0,3,0,1,43701,15,5000,45,45,40,180,O_004,7422,43701,0,43701,43703,1,5,0,2,2035,0,ActionObjects,FX_COM04_UseStructure
43703,CARD_COMMENT_43701,0,3,0,1,43701,15,5000,58,58,40,180,O_004,7422,43701,0,43701,43704,2,5,0,2,2035,0,ActionObjects,FX_COM04_UseStructure
43704,CARD_COMMENT_43701,0,3,0,1,43701,15,5000,70,70,40,180,O_004,7422,43701,0,43701,43705,3,5,0,2,2035,0,ActionObjects,FX_COM04_UseStructure
43705,CARD_COMMENT_43701,0,3,0,1,43701,15,5000,83,83,40,180,O_004,7422,43701,0,43701,43706,4,5,0,2,2035,0,ActionObjects,FX_COM04_UseStructure
43706,CARD_COMMENT_43701,0,3,0,1,43701,15,5000,1,96,40,180,O_004,7422,43701,0,43701,43707,5,5,0,2,2035,0,ActionObjects,FX_COM04_UseStructure
43707,CARD_COMMENT_43701,0,3,0,1,43701,15,5000,147,109,40,180,O_004,7422,43701,0,43701,43708,6,10,1,2,2035,0,ActionObjects,FX_COM04_UseStructure
43708,CARD_COMMENT_43701,0,3,0,1,43701,15,5000,166,122,40,180,O_004,7422,43701,0,43701,43709,7,10,1,2,2035,0,ActionObjects,FX_COM04_UseStructure
43709,CARD_COMMENT_43701,0,3,0,1,43701,15,5000,186,134,40,180,O_004,7422,43701,0,43701,43710,8,10,1,2,2035,0,ActionObjects,FX_COM04_UseStructure
43710,CARD_COMMENT_43701,0,3,0,1,43701,15,5000,205,147,40,180,O_004,7422,43701,0,43701,43711,9,10,1,2,2035,0,ActionObjects,FX_COM04_UseStructure
43711,CARD_COMMENT_43701,0,3,0,1,43701,15,5000,1,160,40,180,O_004,7422,43701,0,43701,43712,10,10,1,2,2035,0,ActionObjects,FX_COM04_UseStructure
43712,CARD_COMMENT_43701,0,3,0,1,43701,15,5000,243,173,40,180,O_004,7422,43701,0,43701,43713,11,15,2,2,2035,0,ActionObjects,FX_COM04_UseStructure
43713,CARD_COMMENT_43701,0,3,0,1,43701,15,5000,262,186,40,180,O_004,7422,43701,0,43701,43714,12,15,2,2,2035,0,ActionObjects,FX_COM04_UseStructure
43714,CARD_COMMENT_43701,0,3,0,1,43701,15,5000,282,198,40,180,O_004,7422,43701,0,43701,43715,13,15,2,2,2035,0,ActionObjects,FX_COM04_UseStructure
43715,CARD_COMMENT_43701,0,3,0,1,43701,15,5000,301,211,40,180,O_004,7422,43701,0,43701,43716,14,15,2,2,2035,0,ActionObjects,FX_COM04_UseStructure
43716,CARD_COMMENT_43701,0,3,0,1,43701,15,5000,1,224,40,180,O_004,7422,43701,0,43701,0,15,15,2,2,2035,0,ActionObjects,FX_COM04_UseStructure
43801,CARD_COMMENT_43801,0,3,0,1,43801,10,2000,8,8,40,180,O_003,7410,43801,0,43801,43802,0,5,0,0,2036,0,ActionObjects,FX_COM04_UseStructure
43802,CARD_COMMENT_43801,0,3,0,1,43801,10,2000,14,14,40,180,O_003,7410,43801,0,43801,43803,1,5,0,0,2036,0,ActionObjects,FX_COM04_UseStructure
43803,CARD_COMMENT_43801,0,3,0,1,43801,10,2000,21,21,40,180,O_003,7410,43801,0,43801,43804,2,5,0,0,2036,0,ActionObjects,FX_COM04_UseStructure
43804,CARD_COMMENT_43801,0,3,0,1,43801,10,2000,27,27,40,180,O_003,7410,43801,0,43801,43805,3,5,0,0,2036,0,ActionObjects,FX_COM04_UseStructure
43805,CARD_COMMENT_43801,0,3,0,1,43801,10,2000,34,34,40,180,O_003,7410,43801,0,43801,43806,4,5,0,0,2036,0,ActionObjects,FX_COM04_UseStructure
43806,CARD_COMMENT_43801,0,3,0,1,43801,10,2000,1,40,40,180,O_003,7410,43801,0,43801,0,5,5,0,0,2036,0,ActionObjects,FX_COM04_UseStructure
43901,CARD_COMMENT_43901,0,3,0,1,43801,10,3000,16,16,40,180,O_002,7411,43901,0,43901,43902,0,5,0,1,2037,0,ActionObjects,FX_COM04_UseStructure
43902,CARD_COMMENT_43901,0,3,0,1,43801,10,3000,26,26,40,180,O_002,7411,43901,0,43901,43903,1,5,0,1,2037,0,ActionObjects,FX_COM04_UseStructure
43903,CARD_COMMENT_43901,0,3,0,1,43801,10,3000,35,35,40,180,O_002,7411,43901,0,43901,43904,2,5,0,1,2037,0,ActionObjects,FX_COM04_UseStructure
43904,CARD_COMMENT_43901,0,3,0,1,43801,10,3000,45,45,40,180,O_002,7411,43901,0,43901,43905,3,5,0,1,2037,0,ActionObjects,FX_COM04_UseStructure
43905,CARD_COMMENT_43901,0,3,0,1,43801,10,3000,67,54,40,180,O_002,7411,43901,0,43901,43906,4,5,0,1,2037,0,ActionObjects,FX_COM04_UseStructure
43906,CARD_COMMENT_43901,0,3,0,1,43801,10,3000,1,64,40,180,O_002,7411,43901,0,43901,43907,5,5,0,1,2037,0,ActionObjects,FX_COM04_UseStructure
43907,CARD_COMMENT_43901,0,3,0,1,43801,10,3000,93,74,40,180,O_002,7411,43901,0,43901,43908,6,10,1,1,2037,0,ActionObjects,FX_COM04_UseStructure
43908,CARD_COMMENT_43901,0,3,0,1,43801,10,3000,106,83,40,180,O_002,7411,43901,0,43901,43909,7,10,1,1,2037,0,ActionObjects,FX_COM04_UseStructure
43909,CARD_COMMENT_43901,0,3,0,1,43801,10,3000,118,93,40,180,O_002,7411,43901,0,43901,43910,8,10,1,1,2037,0,ActionObjects,FX_COM04_UseStructure
43910,CARD_COMMENT_43901,0,3,0,1,43801,10,3000,131,102,40,180,O_002,7411,43901,0,43901,43911,9,10,1,1,2037,0,ActionObjects,FX_COM04_UseStructure
43911,CARD_COMMENT_43901,0,3,0,1,43801,10,3000,1,112,40,180,O_002,7411,43901,0,43901,0,10,10,1,1,2037,0,ActionObjects,FX_COM04_UseStructure
44001,CARD_COMMENT_44001,0,3,0,1,43801,10,5000,32,32,40,180,O_001,7412,44001,0,44001,44002,0,5,0,2,2038,0,ActionObjects,FX_COM04_UseStructure
44002,CARD_COMMENT_44001,0,3,0,1,43801,10,5000,45,45,40,180,O_001,7412,44001,0,44001,44003,1,5,0,2,2038,0,ActionObjects,FX_COM04_UseStructure
44003,CARD_COMMENT_44001,0,3,0,1,43801,10,5000,58,58,40,180,O_001,7412,44001,0,44001,44004,2,5,0,2,2038,0,ActionObjects,FX_COM04_UseStructure
44004,CARD_COMMENT_44001,0,3,0,1,43801,10,5000,70,70,40,180,O_001,7412,44001,0,44001,44005,3,5,0,2,2038,0,ActionObjects,FX_COM04_UseStructure
44005,CARD_COMMENT_44001,0,3,0,1,43801,10,5000,83,83,40,180,O_001,7412,44001,0,44001,44006,4,5,0,2,2038,0,ActionObjects,FX_COM04_UseStructure
44006,CARD_COMMENT_44001,0,3,0,1,43801,10,5000,1,96,40,180,O_001,7412,44001,0,44001,44007,5,5,0,2,2038,0,ActionObjects,FX_COM04_UseStructure
44007,CARD_COMMENT_44001,0,3,0,1,43801,10,5000,147,109,40,180,O_001,7412,44001,0,44001,44008,6,10,1,2,2038,0,ActionObjects,FX_COM04_UseStructure
44008,CARD_COMMENT_44001,0,3,0,1,43801,10,5000,166,122,40,180,O_001,7412,44001,0,44001,44009,7,10,1,2,2038,0,ActionObjects,FX_COM04_UseStructure
44009,CARD_COMMENT_44001,0,3,0,1,43801,10,5000,186,134,40,180,O_001,7412,44001,0,44001,44010,8,10,1,2,2038,0,ActionObjects,FX_COM04_UseStructure
44010,CARD_COMMENT_44001,0,3,0,1,43801,10,5000,205,147,40,180,O_001,7412,44001,0,44001,44011,9,10,1,2,2038,0,ActionObjects,FX_COM04_UseStructure
44011,CARD_COMMENT_44001,0,3,0,1,43801,10,5000,1,160,40,180,O_001,7412,44001,0,44001,44012,10,10,1,2,2038,0,ActionObjects,FX_COM04_UseStructure
44012,CARD_COMMENT_44001,0,3,0,1,43801,10,5000,243,173,40,180,O_001,7412,44001,0,44001,44013,11,15,2,2,2038,0,ActionObjects,FX_COM04_UseStructure
44013,CARD_COMMENT_44001,0,3,0,1,43801,10,5000,262,186,40,180,O_001,7412,44001,0,44001,44014,12,15,2,2,2038,0,ActionObjects,FX_COM04_UseStructure
44014,CARD_COMMENT_44001,0,3,0,1,43801,10,5000,282,198,40,180,O_001,7412,44001,0,44001,44015,13,15,2,2,2038,0,ActionObjects,FX_COM04_UseStructure
44015,CARD_COMMENT_44001,0,3,0,1,43801,10,5000,301,211,40,180,O_001,7412,44001,0,44001,44016,14,15,2,2,2038,0,ActionObjects,FX_COM04_UseStructure
44016,CARD_COMMENT_44001,0,3,0,1,43801,10,5000,1,224,40,180,O_001,7412,44001,0,44001,0,15,15,2,2,2038,0,ActionObjects,FX_COM04_UseStructure
44101,CARD_COMMENT_44101,0,3,0,1,44101,35,6000,64,64,60,180,O_010,7430,44101,0,44101,44102,0,5,0,2,2039,0,ActionObjects,FX_COM04_UseStructure
44102,CARD_COMMENT_44101,0,3,0,1,44101,35,6000,77,77,60,180,O_010,7430,44101,0,44101,44103,1,5,0,2,2039,0,ActionObjects,FX_COM04_UseStructure
44103,CARD_COMMENT_44101,0,3,0,1,44101,35,6000,90,90,60,180,O_010,7430,44101,0,44101,44104,2,5,0,2,2039,0,ActionObjects,FX_COM04_UseStructure
44104,CARD_COMMENT_44101,0,3,0,1,44101,35,6000,102,102,60,180,O_010,7430,44101,0,44101,44105,3,5,0,2,2039,0,ActionObjects,FX_COM04_UseStructure
44105,CARD_COMMENT_44101,0,3,0,1,44101,35,6000,115,115,60,180,O_010,7430,44101,0,44101,44106,4,5,0,2,2039,0,ActionObjects,FX_COM04_UseStructure
44106,CARD_COMMENT_44101,0,3,0,1,44101,35,6000,1,128,60,180,O_010,7430,44101,0,44101,44107,5,5,0,2,2039,0,ActionObjects,FX_COM04_UseStructure
44107,CARD_COMMENT_44101,0,3,0,1,44101,35,6000,218,141,60,180,O_010,7430,44101,0,44101,44108,6,10,1,2,2039,0,ActionObjects,FX_COM04_UseStructure
44108,CARD_COMMENT_44101,0,3,0,1,44101,35,6000,243,154,60,180,O_010,7430,44101,0,44101,44109,7,10,1,2,2039,0,ActionObjects,FX_COM04_UseStructure
44109,CARD_COMMENT_44101,0,3,0,1,44101,35,6000,269,166,60,180,O_010,7430,44101,0,44101,44110,8,10,1,2,2039,0,ActionObjects,FX_COM04_UseStructure
44110,CARD_COMMENT_44101,0,3,0,1,44101,35,6000,294,179,60,180,O_010,7430,44101,0,44101,44111,9,10,1,2,2039,0,ActionObjects,FX_COM04_UseStructure
44111,CARD_COMMENT_44101,0,3,0,1,44101,35,6000,1,192,60,180,O_010,7430,44101,0,44101,44112,10,10,1,2,2039,0,ActionObjects,FX_COM04_UseStructure
44112,CARD_COMMENT_44101,0,3,0,1,44101,35,6000,346,205,60,180,O_010,7430,44101,0,44101,44113,11,15,2,2,2039,0,ActionObjects,FX_COM04_UseStructure
44113,CARD_COMMENT_44101,0,3,0,1,44101,35,6000,371,218,60,180,O_010,7430,44101,0,44101,44114,12,15,2,2,2039,0,ActionObjects,FX_COM04_UseStructure
44114,CARD_COMMENT_44101,0,3,0,1,44101,35,6000,397,230,60,180,O_010,7430,44101,0,44101,44115,13,15,2,2,2039,0,ActionObjects,FX_COM04_UseStructure
44115,CARD_COMMENT_44101,0,3,0,1,44101,35,6000,422,243,60,180,O_010,7430,44101,0,44101,44116,14,15,2,2,2039,0,ActionObjects,FX_COM04_UseStructure
44116,CARD_COMMENT_44101,0,3,0,1,44101,35,6000,1,256,60,180,O_010,7430,44101,0,44101,0,15,15,2,2,2039,0,ActionObjects,FX_COM04_UseStructure
40601,CARD_COMMENT_40601,0,3,0,1,40601,15,2000,8,8,40,1000,O_038,7120,40601,0,40601,40602,0,5,0,0,2004,0,ActionRepeatAttack,FX_COM04_UseStructure
40602,CARD_COMMENT_40601,0,3,0,1,40601,15,2000,14,14,40,1000,O_038,7120,40601,0,40601,40603,1,5,0,0,2004,0,ActionRepeatAttack,FX_COM04_UseStructure
40603,CARD_COMMENT_40601,0,3,0,1,40601,15,2000,21,21,40,1000,O_038,7120,40601,0,40601,40604,2,5,0,0,2004,0,ActionRepeatAttack,FX_COM04_UseStructure
40604,CARD_COMMENT_40601,0,3,0,1,40601,15,2000,27,27,40,1000,O_038,7120,40601,0,40601,40605,3,5,0,0,2004,0,ActionRepeatAttack,FX_COM04_UseStructure
40605,CARD_COMMENT_40601,0,3,0,1,40601,15,2000,34,34,40,1000,O_038,7120,40601,0,40601,40606,4,5,0,0,2004,0,ActionRepeatAttack,FX_COM04_UseStructure
40606,CARD_COMMENT_40601,0,3,0,1,40601,15,2000,1,40,40,1000,O_038,7120,40601,0,40601,0,5,5,0,0,2004,0,ActionRepeatAttack,FX_COM04_UseStructure
44201,CARD_COMMENT_44201,0,3,0,1,40601,15,3000,16,16,40,1000,O_037,7121,44201,0,44201,44202,0,5,0,1,2040,0,ActionRepeatAttack,FX_COM04_UseStructure
44202,CARD_COMMENT_44201,0,3,0,1,40601,15,3000,26,26,40,1000,O_037,7121,44201,0,44201,44203,1,5,0,1,2040,0,ActionRepeatAttack,FX_COM04_UseStructure
44203,CARD_COMMENT_44201,0,3,0,1,40601,15,3000,35,35,40,1000,O_037,7121,44201,0,44201,44204,2,5,0,1,2040,0,ActionRepeatAttack,FX_COM04_UseStructure
44204,CARD_COMMENT_44201,0,3,0,1,40601,15,3000,45,45,40,1000,O_037,7121,44201,0,44201,44205,3,5,0,1,2040,0,ActionRepeatAttack,FX_COM04_UseStructure
44205,CARD_COMMENT_44201,0,3,0,1,40601,15,3000,67,54,40,1000,O_037,7121,44201,0,44201,44206,4,5,0,1,2040,0,ActionRepeatAttack,FX_COM04_UseStructure
44206,CARD_COMMENT_44201,0,3,0,1,40601,15,3000,1,64,40,1000,O_037,7121,44201,0,44201,44207,5,5,0,1,2040,0,ActionRepeatAttack,FX_COM04_UseStructure
44207,CARD_COMMENT_44201,0,3,0,1,40601,15,3000,93,74,40,1000,O_037,7121,44201,0,44201,44208,6,10,1,1,2040,0,ActionRepeatAttack,FX_COM04_UseStructure
44208,CARD_COMMENT_44201,0,3,0,1,40601,15,3000,106,83,40,1000,O_037,7121,44201,0,44201,44209,7,10,1,1,2040,0,ActionRepeatAttack,FX_COM04_UseStructure
44209,CARD_COMMENT_44201,0,3,0,1,40601,15,3000,118,93,40,1000,O_037,7121,44201,0,44201,44210,8,10,1,1,2040,0,ActionRepeatAttack,FX_COM04_UseStructure
44210,CARD_COMMENT_44201,0,3,0,1,40601,15,3000,131,102,40,1000,O_037,7121,44201,0,44201,44211,9,10,1,1,2040,0,ActionRepeatAttack,FX_COM04_UseStructure
44211,CARD_COMMENT_44201,0,3,0,1,40601,15,3000,1,112,40,1000,O_037,7121,44201,0,44201,0,10,10,1,1,2040,0,ActionRepeatAttack,FX_COM04_UseStructure
44301,CARD_COMMENT_44301,0,3,0,1,40601,15,5000,32,32,40,1000,O_036,7122,44301,0,44301,44302,0,5,0,2,2041,0,ActionRepeatAttack,FX_COM04_UseStructure
44302,CARD_COMMENT_44301,0,3,0,1,40601,15,5000,45,45,40,1000,O_036,7122,44301,0,44301,44303,1,5,0,2,2041,0,ActionRepeatAttack,FX_COM04_UseStructure
44303,CARD_COMMENT_44301,0,3,0,1,40601,15,5000,58,58,40,1000,O_036,7122,44301,0,44301,44304,2,5,0,2,2041,0,ActionRepeatAttack,FX_COM04_UseStructure
44304,CARD_COMMENT_44301,0,3,0,1,40601,15,5000,70,70,40,1000,O_036,7122,44301,0,44301,44305,3,5,0,2,2041,0,ActionRepeatAttack,FX_COM04_UseStructure
44305,CARD_COMMENT_44301,0,3,0,1,40601,15,5000,83,83,40,1000,O_036,7122,44301,0,44301,44306,4,5,0,2,2041,0,ActionRepeatAttack,FX_COM04_UseStructure
44306,CARD_COMMENT_44301,0,3,0,1,40601,15,5000,1,96,40,1000,O_036,7122,44301,0,44301,44307,5,5,0,2,2041,0,ActionRepeatAttack,FX_COM04_UseStructure
44307,CARD_COMMENT_44301,0,3,0,1,40601,15,5000,147,109,40,1000,O_036,7122,44301,0,44301,44308,6,10,1,2,2041,0,ActionRepeatAttack,FX_COM04_UseStructure
44308,CARD_COMMENT_44301,0,3,0,1,40601,15,5000,166,122,40,1000,O_036,7122,44301,0,44301,44309,7,10,1,2,2041,0,ActionRepeatAttack,FX_COM04_UseStructure
44309,CARD_COMMENT_44301,0,3,0,1,40601,15,5000,186,134,40,1000,O_036,7122,44301,0,44301,44310,8,10,1,2,2041,0,ActionRepeatAttack,FX_COM04_UseStructure
44310,CARD_COMMENT_44301,0,3,0,1,40601,15,5000,205,147,40,1000,O_036,7122,44301,0,44301,44311,9,10,1,2,2041,0,ActionRepeatAttack,FX_COM04_UseStructure
44311,CARD_COMMENT_44301,0,3,0,1,40601,15,5000,1,160,40,1000,O_036,7122,44301,0,44301,44312,10,10,1,2,2041,0,ActionRepeatAttack,FX_COM04_UseStructure
44312,CARD_COMMENT_44301,0,3,0,1,40601,15,5000,243,173,40,1000,O_036,7122,44301,0,44301,44313,11,15,2,2,2041,0,ActionRepeatAttack,FX_COM04_UseStructure
44313,CARD_COMMENT_44301,0,3,0,1,40601,15,5000,262,186,40,1000,O_036,7122,44301,0,44301,44314,12,15,2,2,2041,0,ActionRepeatAttack,FX_COM04_UseStructure
44314,CARD_COMMENT_44301,0,3,0,1,40601,15,5000,282,198,40,1000,O_036,7122,44301,0,44301,44315,13,15,2,2,2041,0,ActionRepeatAttack,FX_COM04_UseStructure
44315,CARD_COMMENT_44301,0,3,0,1,40601,15,5000,301,211,40,1000,O_036,7122,44301,0,44301,44316,14,15,2,2,2041,0,ActionRepeatAttack,FX_COM04_UseStructure
44316,CARD_COMMENT_44301,0,3,0,1,40601,15,5000,1,224,40,1000,O_036,7122,44301,0,44301,0,15,15,2,2,2041,0,ActionRepeatAttack,FX_COM04_UseStructure
40701,CARD_COMMENT_40701,0,3,0,1,40701,15,2000,8,8,40,1000,O_035,7110,40701,0,40701,40702,0,5,0,0,2005,0,ActionRepeatAttack,FX_COM04_UseStructure
40702,CARD_COMMENT_40701,0,3,0,1,40701,15,2000,14,14,40,1000,O_035,7110,40701,0,40701,40703,1,5,0,0,2005,0,ActionRepeatAttack,FX_COM04_UseStructure
40703,CARD_COMMENT_40701,0,3,0,1,40701,15,2000,21,21,40,1000,O_035,7110,40701,0,40701,40704,2,5,0,0,2005,0,ActionRepeatAttack,FX_COM04_UseStructure
40704,CARD_COMMENT_40701,0,3,0,1,40701,15,2000,27,27,40,1000,O_035,7110,40701,0,40701,40705,3,5,0,0,2005,0,ActionRepeatAttack,FX_COM04_UseStructure
40705,CARD_COMMENT_40701,0,3,0,1,40701,15,2000,34,34,40,1000,O_035,7110,40701,0,40701,40706,4,5,0,0,2005,0,ActionRepeatAttack,FX_COM04_UseStructure
